,Intl_Calls,Intl_Charge,Total_Minutes,Total_Charge,Min_Call,Total_Calls,Cost_Call,Region_Code
288,3          11,2.65,695.8,69.19,2.53,275,3.97,4
288,4           4,2.35,721.9,76.86,2.5,289,3.76,2
288,5           2,2.27,592.6,58.88,2.32,255,4.33,7
288,6           3,2.67,604.3,58.05,2.08,290,5,4
288,7           4,3,489.5,55.95,1.42,345,6.17,1
288,8           2,2.94,551.2,45.24,1.73,318,7.03,5
288,9           6,2.27,662.3,75.08,1.93,343,4.57,4
289,0           1,3.13,522.6,62.01,1.77,295,4.76,6
289,1           5,3.29,578.6,50.84,1.85,312,6.14,1
289,2           7,3.19,476.4,47.13,1.75,272,5.77,5
289,3           6,1.94,623.5,62.11,2.02,309,4.98,4
289,4           2,3.97,634.2,58.64,1.85,343,5.85,4
289,5           4,1.73,447.3,48.19,1.45,309,6.41,5
289,6           4,2.46,589,66.96,2.17,271,4.05,3
289,7           3,4.48,467.6,42.81,1.38,338,7.9,4
289,8           5,1.51,473.2,42.19,1.58,300,7.11,4
289,9           4,1.03,665.6,64.86,1.95,342,5.27,4
290,0           5,2.13,549,48.45,1.54,356,7.35,5
290,1           7,2.51,498,45.06,1.74,286,6.35,2
290,2           3,2.7,709.8,73.25,2.25,315,4.3,7
290,3           4,1.81,662.7,65.02,2.59,256,3.94,5
290,4           9,2.81,536.1,55.07,1.54,347,6.3,3
290,5           9,1.03,479.5,47.27,1.74,275,5.82,3
290,6           0,0,602.4,55.32,2.08,289,5.22,1
290,7           1,3.46,646.2,69.09,2.64,245,3.55,3
290,8           2,2.13,769.6,79.39,2.64,292,3.68,2
290,9           2,2.08,492.5,49.62,1.42,348,7.01,5
291,0           2,2.46,526.3,55.08,1.96,268,4.87,5
291,1           3,3.51,648.3,73.05,2.07,313,4.28,6
291,2           3,1.16,481.5,51.41,1.75,275,5.35,2
291,3           4,2.92,558.7,55.03,1.93,290,5.27,1
291,4           4,3.38,578,60.62,1.83,316,5.21,3
291,5           2,3.89,632,67.91,1.95,324,4.77,2
291,6           6,2.84,470.4,44.08,1.69,278,6.31,6
291,7           3,2.24,642,62.6,1.89,339,5.42,2
291,8           0,0,622.6,60.45,1.94,321,5.31,4
291,9           5,2.54,585.6,61.36,2,293,4.78,2
292,0           4,2.89,580.9,53.87,1.73,336,6.24,3
292,1           2,4.29,522.6,50.34,2.14,244,4.85,3
292,2           2,2.75,634.3,57.41,2.09,303,5.28,3
292,3           3,4.51,603.2,54.33,2.46,245,4.51,5
292,4           3,2.78,788.5,82.29,2.55,309,3.76,1
292,5           2,3.13,579.1,58.7,1.57,370,6.3,4
292,6           3,1.35,819.8,83.35,2.28,359,4.31,3
292,7           3,2.75,517,49.73,1.61,322,6.47,2
292,8           3,2.65,623.1,61.46,2,312,5.08,7
292,9           4,4.02,623.5,63.83,2.09,299,4.68,7
293,0          12,3.48,438.4,48.51,1.18,370,7.63,5
293,1           6,2.94,661.7,68.24,2.23,297,4.35,3
293,2           6,3.19,396.4,46.64,1.69,234,5.02,2
293,3           4,0.57,611.3,60.05,2.61,234,3.9,3
293,4           3,2.32,527.2,49.53,2.33,226,4.56,7
293,5           2,2.65,647.1,65.25,2.32,279,4.28,7
293,6           2,2.57,689.6,76.31,2.45,281,3.68,6
293,7           4,3.62,454.7,45.3,1.24,366,8.08,5
293,8           5,1.89,453.6,44.59,1.45,312,7,3
293,9           5,3.59,703.5,65.91,2.38,295,4.48,5
294,0           5,1.97,458.6,45.4,1.41,326,7.18,7
294,1           1,3.11,743.2,74.46,2.53,294,3.95,5
294,2           3,2.7,710.2,80.52,2.44,291,3.61,5
294,3           2,2.11,635.8,61.93,1.8,353,5.7,3
294,4           5,2.65,405.1,41.99,1.51,269,6.41,4
294,5           2,3.78,661.5,63.04,2.12,312,4.95,2
294,6           4,1.11,596,55.92,2.33,256,4.58,1
294,7          13,2.43,782.2,79.42,2.33,335,4.22,3
294,8           5,2.84,640.5,62.03,2.16,296,4.77,5
294,9           5,2.7,561.4,64.96,1.56,360,5.54,3
295,0           4,3.19,572.9,51.13,1.75,328,6.42,3
295,1           7,3.48,578.5,51.48,1.85,312,6.06,6
295,2           3,2.21,745.1,74.69,2.39,312,4.18,2
295,3           4,2.65,672.2,62.86,2.27,296,4.71,5
295,4           4,2.27,585.5,56.68,1.76,332,5.86,6
295,5           5,2.78,502.1,47.78,1.58,317,6.63,5
295,6          18,2.32,499.1,45.32,1.67,299,6.6,6
295,7           1,1.97,631.2,63.99,2,315,4.92,3
295,8           2,1.7,606.4,53.43,2.01,301,5.63,5
295,9           4,2.46,662.8,69.43,2.45,271,3.9,4
296,0           3,2.7,479.3,51.98,1.65,290,5.58,6
296,1           2,2.16,511.9,52.36,1.56,328,6.26,5
296,2           5,1.46,616.5,67.41,2,308,4.57,3
296,3           7,3.13,613.8,60.55,2.16,284,4.69,2
296,4           1,2.13,712.5,74.47,3.17,225,3.02,1
296,5           3,2.27,468,49.38,1.31,356,7.21,3
296,6           5,2.16,614.6,64.4,2.13,289,4.49,5
296,7           6,2.75,584.7,58.16,1.71,342,5.88,5
296,8           2,3.75,738.9,76.57,1.98,373,4.87,4
296,9           2,2.13,518.4,47.5,2.04,254,5.35,2
297,0          12,1.73,584.8,52.59,1.92,304,5.78,3
297,1           2,2.59,553.1,63.74,2.2,251,3.94,3
297,2           4,2.73,560.6,57.8,1.71,327,5.66,2
297,3           5,2.81,481.2,39.35,1.49,324,8.23,3
297,4           6,1.89,640,65.97,2.4,267,4.05,2
297,5           4,3.19,530.3,50.73,1.76,302,5.95,5
297,6           5,3.11,612.5,57.19,1.96,312,5.46,5
297,7           2,1.81,575.1,57.73,1.83,314,5.44,2
297,8           5,3.51,684.6,68.44,2.48,276,4.03,2
297,9           3,2.38,561.9,52.56,1.82,308,5.86,7
298,0           3,3.86,717.2,74.75,2.37,302,4.04,3
298,1           6,2.62,493.9,46.37,2.12,233,5.02,4
298,2           5,2.4,660.1,59.84,1.74,380,6.35,3
298,3           4,2.13,656.9,65.78,2.13,309,4.7,7
298,4           6,2.92,473.1,54.76,1.79,264,4.82,3
298,5           5,2.97,657.3,69.13,2.61,252,3.65,3
298,6           3,2.84,551.7,56.75,1.59,347,6.11,1
298,7           3,3.7,402.7,41.25,1.46,275,6.67,4
298,8           5,3.24,668.9,72.22,2.86,234,3.24,5
298,9           3,3.73,476.3,47.38,1.75,272,5.74,3
299,0           6,2.24,522.6,52.5,1.64,318,6.06,2
299,1           5,1.97,501.4,48.97,1.46,344,7.02,3
299,2           3,3.13,474.1,45.69,1.43,332,7.27,5
299,3           3,3.38,573.6,60.01,2.45,234,3.9,1
299,4           7,1.49,727.5,74.57,2.51,290,3.89,4
299,5           2,3.56,552.7,59.87,1.95,284,4.74,6
299,6           3,3.59,360.8,30.21,1.36,266,8.81,5
299,7           2,2.11,641.2,72.1,1.92,334,4.63,4
299,8           3,3.32,702,70.86,2.35,299,4.22,2
299,9           5,2.59,679,67.21,2.52,269,4,5
300,0           4,3.92,654.5,65.72,2.32,282,4.29,4
300,1           3,3.11,507.3,47.8,1.75,290,6.07,3
300,2           8,2.4,724.9,76.89,3.07,236,3.07,1
300,3           3,2.54,532.7,48.98,1.89,282,5.76,5
300,4           3,4.37,536.1,59.44,2.09,256,4.31,4
300,5           2,2.84,632.6,62.33,1.98,320,5.13,3
300,6           7,2.67,552.4,55.28,1.48,374,6.77,3
300,7           5,3.81,565.5,60.46,1.76,322,5.33,5
300,8           2,3.51,636.1,68,1.98,321,4.72,3
300,9           3,1.81,629.1,69.95,2.31,272,3.89,5
301,0           3,3.27,467.6,42.26,1.6,293,6.93,5
301,1           3,2.86,650.7,60.53,2.18,299,4.94,2
301,2           3,3,517.2,47.09,1.77,292,6.2,4
301,3           6,1.4,636.8,61.76,2.03,314,5.08,5
301,4           4,3.19,532.8,53.23,1.39,382,7.18,5
301,5           7,1.92,619.3,54.41,2.09,297,5.46,4
301,6           9,3.94,614,62.33,1.72,357,5.73,2
301,7           3,1.62,694.4,72.32,2.51,277,3.83,5
301,8           2,3.29,536.3,52.05,1.54,349,6.71,4
301,9           3,3.73,726.4,75.47,2.37,307,4.07,6
302,0           4,2.65,564.8,59.02,2.25,251,4.25,3
302,1           2,2.73,521.4,44.23,1.66,314,7.1,2
302,2           7,0.78,484.7,45.38,1.92,252,5.55,5
302,3           2,3.75,420.1,44.18,1.61,261,5.91,2
302,4           5,3.11,383,42.64,1.52,252,5.91,1
302,5          12,4.21,414,50.04,1.45,285,5.7,4
302,6           4,2.92,659.4,66.08,2.24,295,4.46,3
302,7           6,2.54,718.5,73.42,2.52,285,3.88,5
302,8           6,3.38,656.1,60.38,2,328,5.43,2
302,9           4,2.48,584.2,56.88,1.68,347,6.1,4
303,0           5,3.78,589.3,60.29,1.78,332,5.51,3
303,1           3,3.38,546.1,51.67,2.22,246,4.76,5
303,2           7,2.11,385.8,36.85,1.18,327,8.87,5
303,3           3,3.67,618.9,58.91,2.31,268,4.55,5
303,4           8,3.02,535.4,64.55,1.78,300,4.65,4
303,5           3,3.13,509.5,45.12,1.96,260,5.76,4
303,6           5,2.54,598.3,64.28,1.88,318,4.95,6
303,7           4,1.76,656,60.56,1.89,347,5.73,3
303,8           3,1.73,495.2,43.14,1.9,260,6.03,5
303,9           2,2.84,498.7,51.26,1.54,324,6.32,7
304,0           4,2.84,647.7,57.59,1.98,327,5.68,5
304,1           4,1.76,505.6,43.87,1.66,305,6.95,4
304,2           2,2.24,551,61.27,1.57,350,5.71,4
304,3           2,2.43,530,57.3,2.04,260,4.54,5
304,4           2,2.3,610.1,56.67,2.18,280,4.94,6
304,5           3,2.84,686.3,76.34,2.58,266,3.48,3
304,6           4,4,401.7,34.1,1.6,251,7.36,3
304,7           5,3.46,468.6,53.31,1.66,283,5.31,6
304,8           6,3.78,542.8,57.63,1.72,315,5.47,5
304,9           3,4.21,558.9,53.31,1.85,302,5.66,3
305,0           4,3.65,579.6,56.45,1.71,338,5.99,5
305,1           2,4.21,623.9,61.85,2.06,303,4.9,5
305,2           2,3.48,578,53.19,1.81,320,6.02,5
305,3          10,1.89,654.1,63.66,1.82,359,5.64,1
305,4           7,2.46,579.4,60.59,1.72,337,5.56,5
305,5           2,2.62,570.7,57.69,1.84,311,5.39,3
305,6           2,2.89,644.5,70.41,2.15,300,4.26,3
305,7           3,1.97,569.3,49.6,1.96,290,5.85,3
305,8           8,1.92,583.5,60.3,1.97,296,4.91,5
305,9           2,3.19,502.7,46.72,1.61,313,6.7,2
306,0           5,2.27,762.1,70.28,2.66,287,4.08,5
306,1           6,3.35,703.7,69.69,2.16,326,4.68,5
306,2           4,3.51,567.6,63.54,1.84,308,4.85,5
306,3           2,3.29,460.3,51.87,1.42,325,6.27,4
306,4           2,2.35,727.8,78.17,2.08,350,4.48,2
306,5           6,2.27,640,65.85,2.31,277,4.21,4
306,6           5,1.94,617.9,62.95,2.01,307,4.88,1
306,7           4,2.73,501.6,44.29,1.57,319,7.2,1
306,8           1,2.57,517.2,54.41,2.01,257,4.72,5
306,9           3,2.67,547.4,53.11,1.77,309,5.82,3
307,0           2,3.24,558.7,55.73,1.86,300,5.38,5
307,1          12,1.7,464.2,51.51,1.36,342,6.64,2
307,2           5,2.3,737,80.74,2.15,342,4.24,6
307,3           5,2,614.4,59.59,2.02,304,5.1,3
307,4           3,1.78,401,36.76,1.25,321,8.73,5
307,5           3,1.7,618.5,56.05,2.58,240,4.28,2
307,6           3,2.7,495.9,52.52,1.71,290,5.52,6
307,7           2,3.86,823.5,79.69,2.68,307,3.85,5
307,8           3,3.56,412.4,36.7,1.53,270,7.36,5
307,9           2,2.13,498.4,47.64,1.6,312,6.55,5
308,0           4,4.73,508.3,53.22,1.59,319,5.99,3
308,1           3,1.59,610.7,60.76,2.19,279,4.59,4
308,2           4,3.27,540.3,60.19,1.9,285,4.74,5
308,3           5,3.38,707,69.77,1.83,387,5.55,3
308,4           2,3.27,611.5,60.15,1.81,338,5.62,5
308,5           7,2.7,588.1,51.62,2.2,267,5.17,5
308,6           8,3.02,560.6,63.39,1.71,327,5.16,4
308,7           9,2.32,717.7,66.01,2.41,298,4.51,3
308,8           3,2.4,605.6,62.98,1.94,312,4.95,7
308,9           4,2.54,450.7,47.13,1.91,236,5.01,5
309,0           4,3.27,537.1,44.61,1.73,311,6.97,5
309,1           3,2.86,575.7,49.55,1.68,343,6.92,5
309,2           2,2.73,465.3,40.89,1.79,260,6.36,5
309,3           3,2.21,751.5,74.92,2.31,326,4.35,3
309,4           2,2.84,492.7,47.62,1.96,251,5.27,3
309,5           4,2.86,665.6,66.09,2.18,306,4.63,5
309,6           5,2.65,659.6,75.37,2.28,289,3.83,2
309,7          11,2.7,530.8,56.97,1.65,322,5.65,4
309,8           4,3.24,548.9,57.52,1.44,381,6.62,5
309,9          10,2.73,566.4,55.83,1.75,324,5.8,6
310,0           2,2.81,663.8,61.45,2.16,307,5,4
310,1           5,2.21,521.9,50.57,1.34,389,7.69,6
310,2           9,3.4,560.7,52.95,1.65,339,6.4,3
310,3           1,3.56,749.3,70.25,2.25,333,4.74,5
310,4           2,2.78,579.7,62.42,2.65,219,3.51,3
310,5           1,2.57,719.6,71.63,2.37,304,4.24,4
310,6           5,3.13,520.4,49.46,1.56,334,6.75,7
310,7           4,2.46,729.9,62.53,2.53,289,4.62,5
310,8           8,2.97,487.5,45.49,1.77,275,6.05,7
310,9          13,3.02,533.9,54.45,1.45,367,6.74,5
311,0           7,2.86,668.6,63.58,2.04,328,5.16,4
311,1           5,3.08,612.3,62.7,2.12,289,4.61,4
311,2           3,2.51,491.9,49.34,1.88,262,5.31,5
311,3           9,3.78,755.9,82.45,2.43,311,3.77,7
311,4           1,3.27,556,50.44,1.72,324,6.42,5
311,5           1,2.7,607.2,66.89,1.94,313,4.68,5
311,6           1,2.38,662,63.28,2.71,244,3.86,6
311,7           7,3.54,558.1,56.45,1.7,329,5.83,1
311,8           5,1.4,629.7,59.4,2.01,314,5.29,3
311,9          10,3.08,525,47.34,1.49,353,7.46,3
312,0           6,2.92,673.3,73.94,2.08,323,4.37,5
312,1           7,2.3,459.3,49.36,1.34,344,6.97,5
312,2           3,3.81,573.3,60.24,1.68,341,5.66,5
312,3           5,3.05,636.9,64.86,2.21,288,4.44,4
312,4           2,2.54,687.8,68.54,2.05,335,4.89,3
312,5           3,2.84,574.6,55.1,1.61,356,6.46,3
312,6           6,2.86,724.7,73.84,2.14,339,4.59,4
312,7           2,3.16,607.4,52.04,2.17,280,5.38,2
312,8          11,2.75,551,56.53,1.69,327,5.78,5
312,9           4,1.51,486.1,47.22,1.44,338,7.16,4
313,0           1,2.35,455,48.17,1.51,301,6.25,4
313,1           3,2.24,598.1,58.74,2.55,235,4,4
313,2           5,2.11,802,87.35,2.33,344,3.94,5
313,3           4,2.81,612.9,58.31,2.17,282,4.84,4
313,4           5,3.08,387.1,42.92,1.26,307,7.15,3
313,5           3,2.92,693,65.94,2.14,324,4.91,5
313,6           2,2.78,452.5,41.9,1.52,297,7.09,4
313,7           5,3.97,520.1,49.91,1.66,314,6.29,7
313,8           3,3.59,472,49.63,1.62,291,5.86,5
313,9           5,1.92,611.5,56.6,1.72,355,6.27,5
314,0           6,4.1,625.6,73.8,2.16,289,3.92,3
314,1           4,2.89,653.7,69.99,2.37,276,3.94,4
314,2           4,3.46,522,56.66,1.67,313,5.52,5
314,3           4,2.7,522.8,46.9,1.36,385,8.21,5
314,4           2,2.78,522.3,49.42,1.65,317,6.41,4
314,5           4,2.38,598.2,60.57,2.08,288,4.75,5
314,6           5,3.75,688.6,65.18,2.3,300,4.6,5
314,7           4,2.3,605.1,64.73,1.85,327,5.05,6
314,8           2,2.97,696.3,70.64,1.96,355,5.03,1
314,9           4,3.21,626.2,65.32,1.9,330,5.05,5
315,0           5,2.89,610.7,58.78,1.74,351,5.97,2
315,1           5,1.92,795.3,76.25,2.45,324,4.25,4
315,2           4,2.57,750.3,69.52,2.6,289,4.16,6
315,3           4,2.84,575.4,62.12,2.12,271,4.36,6
315,4           3,1.7,558.6,56.43,1.7,328,5.81,4
315,5           4,2.59,543,46.95,1.69,321,6.84,3
315,6           1,2.81,531.4,48.18,1.87,284,5.89,3
315,7           4,1.67,500.7,49,1.45,345,7.04,5
315,8           5,2.51,634.9,61.86,1.95,326,5.27,4
315,9           6,2.11,544.6,64.61,1.83,297,4.6,3
316,0           5,0.57,668.7,67,2.58,259,3.87,4
316,1           5,2.7,711.9,68.73,2.05,348,5.06,2
316,2           3,3.59,513.8,51.55,1.46,352,6.83,2
316,3           3,1.86,701.7,73.4,2.58,272,3.71,5
316,4           5,2.97,668.2,69.02,1.92,348,5.04,3
316,5           3,2.46,640.9,64.88,2.16,297,4.58,3
316,6           2,2.75,727.4,74.98,2.33,312,4.16,5
316,7           2,2.43,570.8,61.68,1.85,308,4.99,4
316,8           4,3.02,787.5,78.15,2.8,281,3.6,6
316,9           3,3.24,434.4,39.91,1.38,314,7.87,2
317,0           6,2.03,584.1,52.51,1.88,310,5.9,4
317,1           6,2.62,654.6,64.93,1.98,330,5.08,4
317,2           5,3.32,704.7,72.25,2.33,302,4.18,2
317,3           4,3.48,616.2,55.97,1.82,338,6.04,1
317,4           6,2.32,493.5,33.04,1.41,351,10.62,5
317,5           3,2.24,734.9,77.67,2.36,311,4,5
317,6           4,2.19,418.9,44.21,1.51,277,6.27,4
317,7           5,3.46,525.1,51.38,1.62,325,6.33,6
317,8           5,3.73,540.5,59.47,1.81,299,5.03,5
317,9           4,2.54,595.5,60.15,2,298,4.95,2
318,0           4,3.29,423.9,44.94,1.32,321,7.14,5
318,1           4,2.73,562.6,62.26,2.02,279,4.48,5
318,2           8,2.11,556.2,58.45,1.76,316,5.41,5
318,3           4,2.27,491.4,51.57,1.6,308,5.97,5
318,4           3,1.84,631.2,60.85,1.87,338,5.55,5
318,5           3,3.21,646.6,68.31,1.84,352,5.15,5
318,6           6,2.54,532.2,56.42,1.69,315,5.58,6
318,7           4,1.46,702.2,70.27,2.71,259,3.69,5
318,8           5,2.21,659.9,65.1,2.12,311,4.78,3
318,9           5,3.56,674.7,72.44,2.24,301,4.16,1
319,0           3,4.27,506.7,54.12,1.59,319,5.89,2
319,1           2,2.51,572.5,63.22,2.08,275,4.35,4
319,2           3,1.35,591.8,57.51,1.89,313,5.44,6
319,3           3,2.92,431.1,42.65,1.27,339,7.95,3
319,4           1,3.62,504,53.96,1.75,288,5.34,3
319,5           9,2.62,592.7,64.19,1.97,301,4.69,2
319,6           3,3.29,602.4,58.15,2.12,284,4.88,1
319,7           2,3.05,722,72.99,2.63,275,3.77,3
319,8           2,3.46,550.3,53.14,1.87,295,5.55,5
319,9           5,3.19,490,51.43,1.64,298,5.79,1
320,0           4,2.62,359.9,35.25,1.06,341,9.67,4
320,1           5,2.38,637.1,65.26,1.79,356,5.46,3
320,2           4,1.86,635.7,61.64,2.03,313,5.08,1
320,3           3,1.73,757.8,74.66,2.67,284,3.8,4
320,4           9,2.84,650.5,70.85,2.01,323,4.56,2
320,5           3,2.92,860.2,89.76,3.01,286,3.19,5
320,6          13,2.75,547.9,52.58,1.7,322,6.12,1
320,7           2,3.16,747.9,82.14,2.37,315,3.83,7
320,8           5,2.81,560.5,64.62,1.65,339,5.25,5
320,9           6,3.83,630.3,58.3,2.07,304,5.21,3
321,0           3,3.08,652,64,2.23,292,4.56,5
321,1           6,3.24,386.2,34.32,0.93,416,12.12,2
321,2           4,1,452,39.17,1.35,335,8.55,5
321,3           7,3.24,642,59.23,1.75,366,6.18,3
321,4           9,2.38,582.4,58.6,2.08,280,4.78,6
321,5           6,2.54,622.1,56.15,2.12,293,5.22,5
321,6           3,0.65,612.7,59.65,2.17,283,4.74,3
321,7           8,3.56,688.3,72.99,2.33,295,4.04,3
321,8           9,3.62,602.1,61.43,2.43,248,4.04,5
321,9           2,2.38,695,64.02,1.99,349,5.45,4
322,0           5,2.75,613.4,65.08,2.2,279,4.29,3
322,1           6,2.3,595.9,57.99,1.88,317,5.47,5
322,2           6,3.16,562.5,50.83,1.75,322,6.33,2
322,3           2,4.51,634.5,60.35,1.84,344,5.7,5
322,4           4,3.32,728.9,74.94,2.95,247,3.3,3
322,5           3,2.27,666.1,71.13,2.49,267,3.75,5
322,6           4,2.03,728.7,75.31,2.12,343,4.55,4
322,7           2,2.89,553.8,54.09,1.92,289,5.34,4
322,8           6,4.05,623.3,68.87,2.27,275,3.99,1
322,9          10,2.11,598.9,62.44,2.07,290,4.64,3
323,0          14,1.13,516.8,54.86,1.79,288,5.25,4
323,1           5,1.78,628.8,61.58,2.31,272,4.42,4
323,2           3,2.67,607.5,65.31,1.81,335,5.13,3
323,3           7,1.7,494.8,47.42,1.9,260,5.48,6
323,4           5,0.68,536.8,56.36,1.47,365,6.48,5
323,5           2,1.32,533.1,51.19,1.64,326,6.37,6
323,6           8,2.03,581.8,67.18,1.98,294,4.38,7
323,7           7,2.94,533.2,53.19,1.51,354,6.66,3
323,8           3,2.38,728.5,77.34,2.34,311,4.02,1
323,9           7,2.75,585.8,53.69,2.08,282,5.25,3
324,0           3,1.35,758.4,69.04,2.79,272,3.94,3
324,1           2,3.05,624.2,68.62,2.23,280,4.08,7
324,2           2,2.27,687.2,64.55,2.02,340,5.27,4
324,3           9,2.78,433.7,42.37,1.35,321,7.58,5
324,4           7,1.94,677.8,70.02,2.7,251,3.58,3
324,5           2,3.4,426.7,40.82,1.51,282,6.91,1
324,6           2,3.21,554.9,50,1.81,306,6.12,5
324,7           9,1.05,348.6,40.22,1.13,308,7.66,6
324,8           3,3.11,607.4,56.88,2.29,265,4.66,4
324,9           6,3.16,686.9,68.97,2.43,283,4.1,3
325,0           4,3.65,605.1,57.96,2.05,295,5.09,6
325,1           4,2.48,639.3,71.6,1.81,353,4.93,3
325,2           3,3.16,616.6,62.55,2.28,270,4.32,3
325,3           4,2.43,548.6,53.15,1.96,280,5.27,3
325,4           5,3.97,705.2,68.76,2.61,270,3.93,3
325,5           4,2.97,630.6,74.11,2.64,239,3.22,4
325,6           1,4.59,670.9,73.66,2.34,287,3.9,5
325,7           5,3.59,641.6,56.98,1.81,355,6.23,4
325,8           5,3.62,566,66.53,1.86,304,4.57,2
325,9           2,4.05,485.2,50.93,1.55,313,6.15,5
326,0           2,3.75,595.4,67.86,1.93,308,4.54,1
326,1           6,1.97,485.4,52.25,1.68,289,5.53,4
326,2           5,2.73,553.9,55.46,1.88,295,5.32,3
326,3           1,1.62,541.2,50.27,1.83,295,5.87,7
326,4           2,1.59,525.4,45.48,1.79,293,6.44,4
326,5           6,2.97,759.3,79.19,2.9,262,3.31,2
326,6           4,2.62,619.6,60.2,2.11,293,4.87,6
326,7           3,2.38,644.8,65.82,2.16,298,4.53,3
326,8           2,3.43,759.1,82.51,2.19,347,4.21,1
326,9           5,2.84,621.2,65.11,1.8,345,5.3,5
327,0           6,3.46,582.3,59.94,2.41,242,4.04,4
327,1           1,3.38,575.9,49.07,2.19,263,5.36,3
327,2           4,3.48,760.9,82.96,2.14,355,4.28,5
327,3           8,3.97,745.2,73.65,2.36,316,4.29,3
327,4           5,2.16,558.8,61.61,1.63,342,5.55,3
327,5           0,0,535.1,46.69,1.64,327,7,4
327,6           2,2.38,620.6,63.8,1.94,320,5.02,1
327,7           9,2.7,539.9,52.21,1.56,345,6.61,6
327,8           6,2.86,695.6,70.01,2.1,332,4.74,3
327,9           5,2.24,609.6,67.07,2.2,277,4.13,4
328,0           3,2.7,627.3,53.42,1.6,392,7.34,5
328,1           8,1.38,647.5,60.71,2.06,314,5.17,2
328,2           4,2.08,689.2,71.4,2.78,248,3.47,7
328,3           4,3.35,695.7,73.76,2,347,4.7,7
328,4           2,3.56,553.3,54.49,1.69,327,6,6
328,5           7,3.19,467.5,48.07,1.28,365,7.59,3
328,6           8,3.54,613.8,66.98,1.93,318,4.75,3
328,7           3,2.94,530,56.65,2.03,261,4.61,3
328,8           9,1.32,648.1,55.4,2.04,317,5.72,5
328,9           5,3.56,419.8,49.84,1.34,314,6.3,5
329,0           0,0,513.4,44.07,1.71,300,6.81,1
329,1          20,3.75,559.6,58.77,1.53,366,6.23,3
329,2           4,3.16,469.5,52.75,1.46,321,6.09,3
329,3           4,2.46,573.3,56.46,1.78,322,5.7,4
329,4           3,3.32,470,38.65,1.39,338,8.75,3
329,5           5,3.16,538.1,62.11,2.19,246,3.96,5
329,6           2,2.43,572.8,61.48,1.92,299,4.86,4
329,7           3,3.05,579.4,65.46,2.31,251,3.83,4
329,8           4,3.32,474.1,43.44,1.58,301,6.93,5
329,9           4,2.97,549.4,56.64,1.55,355,6.27,5
330,0           3,1.92,529.2,50.44,1.65,321,6.36,5
330,1           4,2.81,649.4,74.66,2.09,310,4.15,1
330,2           3,2.11,525.3,52.98,1.88,280,5.29,5
330,3           7,3.11,551.9,50.79,1.76,314,6.18,3
330,4           5,3.73,605,61.54,1.78,339,5.51,3
330,5           7,3.11,648.6,69.35,2.13,305,4.4,3
330,6           3,2.19,525.1,44.06,1.55,338,7.67,5
330,7           4,4.81,616.4,66.59,2.05,301,4.52,6
330,8           6,3.59,656.2,65.56,2.5,262,4,3
330,9           4,3.24,712.4,71.21,2.28,313,4.4,4
331,0          17,3.67,520.8,53.98,1.61,323,5.98,4
331,1           5,1.86,626.2,59.52,2.05,306,5.14,5
331,2           4,3.83,650.9,66.99,1.93,337,5.03,5
331,3           5,2.7,447.9,41,1.38,325,7.93,2
331,4           4,2.46,553.4,58.64,1.98,279,4.76,3
331,5           4,1.76,447.8,44.76,1.43,314,7.02,4
331,6           9,3.32,615.8,59.75,1.9,324,5.42,5
331,7           8,2.11,604.6,61.15,1.98,305,4.99,3
331,8           4,3.13,629.5,58.56,1.75,359,6.13,6
331,9           6,4.29,622.1,54.39,1.87,332,6.1,2
332,0           4,2.62,466.2,48.51,1.48,315,6.49,5
332,1           8,3.56,502.2,53.2,1.36,370,6.95,4
332,2           2,3.11,778.6,88.39,2.59,301,3.41,5
332,3           3,3.67,608.3,55.21,2.16,282,5.11,3
332,4           4,3.13,572.8,57.52,1.88,305,5.3,5
332,5           4,2.51,562.9,56.28,1.88,300,5.33,3
332,6           7,4.02,585.2,54.4,1.86,314,5.77,3
332,7           5,3.19,557.6,52.17,1.86,299,5.73,5
332,8           6,2.67,660.7,60.1,2.26,292,4.86,6
332,9           4,2.59,585.4,63.53,2.45,239,3.76,5
333,0           6,3.81,675.6,67.74,2.56,264,3.9,4
333,1          10,1.35,517.6,57.53,1.54,336,5.84,4
333,2           4,3.7,755.4,77.01,2.74,276,3.58,5
